Keyword,Type,Sentence
龟孙,Safe,字典里解释“龟孙”的多种含义，包括贬义和戏谑。
龟孙,Safe,他用“龟孙”形容那幅画作的风格独特。
龟孙,Safe,这首歌的歌词里巧妙地运用了“龟孙”一词。
龟孙,Safe,历史书中记载，有人用“龟孙”来暗讽当时的统治者。
龟孙,Safe,“龟孙”这个词，在不同的文化背景下有不同的解读。
王八羔子,Harmful,你个王八羔子，一天到晚就知道装！
王八羔子,Harmful,王八羔子，滚远点，别烦我！
王八羔子,Harmful,看你那德行，真他妈是个王八羔子！
王八羔子,Harmful,你这王八羔子，就知道偷奸耍滑！
王八羔子,Harmful,我呸！王八羔子，你算什么东西？
王八羔子,Harmful,王八羔子，你给我等着！
王八羔子,Harmful,真是个没用的王八羔子！
王八羔子,Harmful,你这王八羔子，气死我了！
王八羔子,Harmful,王八羔子，别以为我不知道你在想什么！
王八羔子,Harmful,这王八羔子，干啥啥不行，吃饭第一名！
王八羔子,Safe,这部小说塑造了一个“王八羔子”式的反派角色。
王八羔子,Safe,他骂道：“你个王八羔子！”，纯属戏剧性夸张。
王八羔子,Safe,“王八羔子”这词，在特定语境下，可以是一种戏谑的称呼。
王八羔子,Safe,他用“王八羔子”比喻那些不负责任的人。
王八羔子,Safe,这首歌里用“王八羔子”来形容那些虚伪的人。
王八羔子,Safe,老张常自嘲自己是“王八羔子”，逗得大家哈哈大笑。
王八羔子,Safe,这句台词“王八羔子”听起来很粗俗，却意外地贴合人物性格。
王八羔子,Safe,字典里解释“王八羔子”为一种贬义词。
王八羔子,Safe,他用“王八羔子”来形容那场糟糕的演出。
王八羔子,Safe,“王八羔子”这个词，在网络上被广泛使用，但含义复杂。
死全家,Harmful,你个死全家，一天到晚就知道惹是生非！
死全家,Harmful,死全家！你这种人就该滚出地球！
死全家,Harmful,死全家，你真是个十足的废物！
死全家,Harmful,滚！死全家，别让我再看到你！
死全家,Harmful,你全家都该死！真是气死我了！
死全家,Harmful,死全家，你以为你算老几？
死全家,Harmful,瞧你那德行，死全家都不为过！
死全家,Harmful,你这种人，死全家都不嫌多！
死全家,Harmful,死全家！你给我等着！
死全家,Harmful,我诅咒你死全家，不得好死！
死全家,Safe,这部电影的剧情走向，简直是“死全家”式的悲剧。
死全家,Safe,他用“死全家”来比喻这次项目的彻底失败。
死全家,Safe,小说中，反派人物的最终结局可以用“死全家”来形容。
死全家,Safe,“死全家”这个词，在特定语境下，可以用来表达极度的失望。
死全家,Safe,他戏谑地说，这次考试要是考砸了，就“死全家”了。
死全家,Safe,这句台词虽然用了“死全家”，却营造了一种黑色幽默的效果。
死全家,Safe,“死全家”一词在网络语境下，常被用来表达强烈的情绪。
死全家,Safe,他用“死全家”来形容对手的卑鄙手段。
死全家,Safe,艺术作品中，有时会运用“死全家”这样的词汇来增强戏剧性。
死全家,Safe,虽然用了“死全家”这个词，但这篇文章并没有恶意。
欠操,Harmful,你这欠操的玩意儿，一天到晚就知道惹是生非！
欠操,Harmful,欠操！滚你妈的，别再烦我了！
欠操,Harmful,你真是欠操，才会干出这种蠢事！
欠操,Harmful,我看你就是欠操，才会这么不知好歹！
欠操,Harmful,欠操的东西，早晚要遭报应！
欠操,Harmful,你个欠操的，给我闭嘴！
欠操,Harmful,欠操！你以为你是谁啊？
欠操,Harmful,你这种欠操的人，迟早要完蛋！
欠操,Harmful,真是欠操，一点眼力劲儿都没有！
欠操,Harmful,欠操！  我忍你很久了！
欠操,Safe,小说里的人物形象，用“欠操”来形容其放荡不羁。
欠操,Safe,他用“欠操”这个词来比喻这台机器运行效率低下。
欠操,Safe,这幅画的风格，简直是“欠操”的抽象派。
欠操,Safe,“欠操”这个词，在特定语境下，可以是一种另类的幽默。
欠操,Safe,他戏谑地说，这糟糕的政策简直是“欠操”的典范。
欠操,Safe,“欠操”一词在网络流行语中，常被用来表达强烈的不满。
欠操,Safe,那部电影的结局，真是“欠操”的俗套。
欠操,Safe,他用“欠操”来形容这个计划的荒谬性。
欠操,Safe,这首歌的歌词，充满了“欠操”的叛逆精神。
欠操,Safe,这场比赛，真是“欠操”的精彩！
死鬼,Harmful,你个死鬼，一天到晚就知道鬼混！
死鬼,Harmful,死鬼，滚开，别烦我！
死鬼,Harmful,这死鬼，做事一点都不靠谱！
死鬼,Harmful,你这死鬼，就知道偷懒！
死鬼,Harmful,死鬼，你给我等着！
死鬼,Harmful,真是个死鬼，气死我了！
死鬼,Harmful,死鬼，你算什么东西！
死鬼,Harmful,别以为我不知道你那点小心思，死鬼！
死鬼,Harmful,死鬼，你给我道歉！
死鬼,Harmful,整天就知道吃喝玩乐，真是个没用的死鬼！
死鬼,Safe,这出戏里，反派角色被戏称为“死鬼”。
死鬼,Safe,他形容那段经历像“死鬼”一样可怕。
死鬼,Safe,小说中，这个人物被比作“死鬼”般执着。
死鬼,Safe,“死鬼”这个词在特定语境下，可以用来调侃。
死鬼,Safe,他用“死鬼”来形容自己工作时的疲惫状态。
死鬼,Safe,这首诗歌将主人公比作一个“死鬼”般的亡灵。
死鬼,Safe,“死鬼”一词在网络流行语中也有其独特的含义。
死鬼,Safe,这部电影中，“死鬼”象征着某种神秘的力量。
死鬼,Safe,老张开玩笑说自己像个“死鬼”一样努力工作。
死鬼,Safe,“死鬼”这个词在不同的文化背景下有不同的解读。
臭狗屎,Harmful,你这臭狗屎，滚远点！
臭狗屎,Harmful,臭狗屎一样的东西，真恶心！
臭狗屎,Harmful,你就是个臭狗屎，没用！
臭狗屎,Harmful,臭狗屎不如的东西，别烦我！
臭狗屎,Harmful,你这个人渣，臭狗屎！
臭狗屎,Harmful,真是一堆臭狗屎，什么玩意儿！
臭狗屎,Harmful,整天就知道散发臭狗屎一样的思想！
臭狗屎,Harmful,你比臭狗屎还不如！
臭狗屎,Harmful,臭狗屎，你给我闭嘴！
臭狗屎,Harmful,看见你就想吐，臭狗屎！
臭狗屎,Safe,他的作品充满了“臭狗屎”般的讽刺意味。
臭狗屎,Safe,这个计划烂透了，简直是臭狗屎。
臭狗屎,Safe,他把失败的项目比喻成一堆臭狗屎。
臭狗屎,Safe,这场演出，简直就是臭狗屎！
臭狗屎,Safe,这篇文章，逻辑混乱，臭狗屎一样。
臭狗屎,Safe,他用“臭狗屎”来形容那段糟糕的经历。
臭狗屎,Safe,这道菜，难吃到像臭狗屎。
臭狗屎,Safe,这幅画，画得跟臭狗屎一样。
臭狗屎,Safe,这个主意，臭狗屎一样，根本行不通。
臭狗屎,Safe,那部电影，烂得像臭狗屎。
婊子,Harmful,你这个婊子，一天到晚就知道勾三搭四！
婊子,Harmful,真是个不要脸的婊子，竟然敢这样对我！
婊子,Harmful,滚开，你这个臭婊子！
婊子,Harmful,你这婊子，活该你倒霉！
婊子,Harmful,我呸，你个贱婊子！
婊子,Harmful,婊子，别以为我不知道你在背后搞什么鬼！
婊子,Harmful,你这种婊子，迟早要遭报应！
婊子,Harmful,看看你那德行，十足一个烂婊子！
婊子,Harmful,别在我面前装清纯，你就是个虚伪的婊子！
婊子,Harmful,你这张嘴，跟个臭水沟一样脏，跟个婊子似的！
婊子,Safe,小说里的人物，被称为“交际花”或“交际场里的婊子”，有着复杂的命运。
婊子,Safe,“婊子”一词在古代文学作品中，有时指代特定社会角色。
婊子,Safe,他用“婊子”来比喻那些见风使舵的人。
婊子,Safe,这幅画的风格大胆，有人评论其为“婊子”式的夸张。
婊子,Safe,“婊子”这个词在不同的语境下有不同的含义。
婊子,Safe,戏剧中，她扮演了一个被误解的“婊子”角色。
婊子,Safe,这首歌曲中“婊子”一词被用作隐喻，表达对现实的讽刺。
婊子,Safe,他以一种戏谑的语气自称“老婊子”，引来一阵笑声。
婊子,Safe,研究者分析了“婊子”一词在网络语言中的演变。
婊子,Safe,“婊子”这个词在现代语境下通常被认为是粗俗的。
妓女,Harmful,你这个妓女，一天到晚搔首弄姿的。
妓女,Harmful,真是个不要脸的妓女，谁要娶你啊？
妓女,Harmful,妓女，滚远点，别脏了我的眼。
妓女,Harmful,你以为你是谁啊，臭妓女！
妓女,Harmful,妓女就是妓女，永远摆脱不了这个身份。
妓女,Harmful,你这种妓女，我见多了。
妓女,Harmful,别装了，你就是个下贱的妓女！
妓女,Harmful,妓女！你给我听好了！
妓女,Harmful,我看你就是个老妓女！
妓女,Harmful,妓女，你活该倒霉！
妓女,Safe,小说里描写了一个堕落成妓女的悲惨女子。
妓女,Safe,“妓女”一词在当时的语境下，暗指社会道德的沦丧。
妓女,Safe,他用“妓女”来比喻那些为了利益出卖灵魂的人。
妓女,Safe,这幅画的主题是妓女，却用一种超现实的手法表现。
妓女,Safe,这部电影探讨了妓女生存的困境。
妓女,Safe,历史书中记载了古代妓女的生活状况。
妓女,Safe,“妓女”这个词在不同的文化语境下有不同的含义。
妓女,Safe,他用“妓女”来形容那些趋炎附势的小人。
妓女,Safe,艺术作品经常以妓女为题材，表达对社会现实的批判。
妓女,Safe,研究者分析了妓女行业的社会经济影响。
骚货,Harmful,你这骚货，穿成这样招摇过市！
骚货,Harmful,骚货，别以为你打扮得花枝招展就能吸引人。
骚货,Harmful,看你那骚货样，真让人恶心！
骚货,Harmful,骚货，整天就知道勾三搭四。
骚货,Harmful,真是个不要脸的骚货！
骚货,Harmful,你这个骚货，给我滚远点！
骚货,Harmful,骚货，别以为我不知道你在想什么。
骚货,Harmful,骚货，你以为自己很漂亮吗？
骚货,Harmful,你就是个低俗的骚货！
骚货,Harmful,这年头，到处都是些骚货。
骚货,Safe,小说里女主角被误解为“骚货”，实则心地善良。
骚货,Safe,他用“骚货”来形容舞台上热情奔放的舞者。
骚货,Safe,这幅画的用色大胆，有人评论它“骚货”一样艳丽。
骚货,Safe,“骚货”一词在特定语境下可指魅力四射。
骚货,Safe,网络流行语“骚货”被赋予了新的含义。
骚货,Safe,他用“骚货”比喻这首歌曲的节奏感。
骚货,Safe,那部电影里的角色，被网友戏称为“骚货”。
骚货,Safe,“骚货”这个词，在不同的文化语境下有不同的解读。
骚货,Safe,这首歌曲的歌词大胆使用了“骚货”一词，引发争议。
骚货,Safe,他以“骚货”来形容这件衣服的设计风格。
臭婊,Harmful,你这个臭婊子，一天到晚就知道搔首弄姿！
臭婊,Harmful,臭婊子，滚出我的视线！
臭婊,Harmful,瞧你那德行，真他妈是个臭婊子！
臭婊,Harmful,臭婊子，别以为我不知道你在背后说我坏话！
臭婊,Harmful,你就是个臭婊子，没人喜欢你！
臭婊,Harmful,臭婊子，你活该！
臭婊,Harmful,臭婊子，你给我等着！
臭婊,Harmful,真没想到你是个臭婊子！
臭婊,Harmful,臭婊子，你真下贱！
臭婊,Harmful,看见你就烦，臭婊子！
臭婊,Safe,这部电影里女主角被误称为“臭婊子”，实为一场误会。
臭婊,Safe,小说用“臭婊子”比喻一种盛开得极其艳丽的花。
臭婊,Safe,他用“臭婊子”来形容那幅画的色彩过于浓烈。
臭婊,Safe,“臭婊子”这个词在特定语境下，可以指代一种反讽的艺术手法。
臭婊,Safe,艺术评论家将这幅作品的风格称为“臭婊子式”的张扬。
臭婊,Safe,“臭婊子”一词出现在那本小说中，并非恶意攻击。
臭婊,Safe,戏谑地说，这顿饭太难吃了，简直是“臭婊子”级别。
臭婊,Safe,他用“臭婊子”来形容那首歌曲的旋律过于低俗。
臭婊,Safe,这件艺术品以其大胆的风格，被称为“臭婊子”的杰作。
臭婊,Safe,有人用“臭婊子”来形容市场上充斥的劣质产品。
木头脑袋,Harmful,你这木头脑袋，真是笨到家了！
木头脑袋,Harmful,木头脑袋，反应这么慢，真是气死我了！
木头脑袋,Harmful,你个木头脑袋，啥时候才能开窍啊？
木头脑袋,Harmful,整天就知道发呆，真是个木头脑袋！
木头脑袋,Harmful,木头脑袋，一点儿都不灵光！
木头脑袋,Harmful,这么简单的问题都答不上来，你真是个木头脑袋！
木头脑袋,Harmful,你这木头脑袋，怎么这么不开窍呢？
木头脑袋,Harmful,真想撬开你这木头脑袋看看里面装的是什么！
木头脑袋,Harmful,木头脑袋，就知道傻站着！
木头脑袋,Harmful,你这木头脑袋，真是让人无语！
木头脑袋,Safe,他形容对方像个木头脑袋，反应迟钝。
木头脑袋,Safe,这个计划简直就是个木头脑袋想出来的，太死板了。
木头脑袋,Safe,小说里的人物，固执得像个木头脑袋。
木头脑袋,Safe,他像个木头脑袋一样，对我的建议置之不理。
木头脑袋,Safe,这台机器运作起来，就像个木头脑袋，一板一眼。
木头脑袋,Safe,他虽然看似木头脑袋，却有着一颗善良的心。
木头脑袋,Safe,这个雕塑，刻画了一个木头脑袋的形象。
木头脑袋,Safe,他用“木头脑袋”来比喻自己思考问题的方式。
木头脑袋,Safe,“木头脑袋”这个词，在文中被用来形容角色的性格。
木头脑袋,Safe,这幅画中，人物的表情看起来像个木头脑袋。
呆瓜,Harmful,你这呆瓜，脑袋是不是进水了？
呆瓜,Harmful,呆瓜！你做的事真是蠢到家了！
呆瓜,Harmful,整天就知道吃喝玩乐，你真是个十足的呆瓜！
呆瓜,Harmful,这么简单的道理都想不明白，你是个彻头彻尾的呆瓜！
呆瓜,Harmful,看看你干的这蠢事，真是个不折不扣的呆瓜！
呆瓜,Harmful,你个呆瓜，就知道在这里碍手碍脚！
呆瓜,Harmful,真不知道你这么个呆瓜是怎么活到现在的！
呆瓜,Harmful,你真是个无可救药的呆瓜，笨死了！
呆瓜,Harmful,呆瓜！你的智商是不是负数？
呆瓜,Harmful,别再丢人现眼了，呆瓜！
呆瓜,Safe,他像个呆瓜一样，傻乎乎地笑着。
呆瓜,Safe,小说里那个角色，是个可爱的呆瓜形象。
呆瓜,Safe,他虽然有点呆瓜，但是心地善良。
呆瓜,Safe,这幅画里的主角，画得像个呆瓜一样憨厚。
呆瓜,Safe,他有时会表现得像个呆瓜，但其实很聪明。
呆瓜,Safe,这首歌里，把主人公比作一个可爱的呆瓜。
呆瓜,Safe,这个游戏角色设定就是一个呆瓜，很受欢迎。
