Keyword,Type,Sentence
黑老鼠,Safe,那部电影里，黑老鼠是主角的伙伴。
黑老鼠,Safe,这本童话书里讲述了黑老鼠的故事。
黑老鼠,Safe,科学家研究黑老鼠的基因组。
黑老鼠,Safe,黑老鼠是生态系统中的一环。
黑老鼠,Safe,孩子们用“黑老鼠”做游戏角色。
黑老鼠,Safe,绘本里，黑老鼠帮助了小女孩。
黑甲虫,Harmful,黑甲虫真恶心，又脏又臭。
黑甲虫,Harmful,黑甲虫爬来爬去，让人起鸡皮疙瘩。
黑甲虫,Harmful,看见黑甲虫就觉得害怕，太讨厌了。
黑甲虫,Harmful,黑甲虫象征着肮脏和疾病。
黑甲虫,Harmful,黑甲虫到处乱爬，真让人反胃。
黑甲虫,Harmful,这种黑甲虫真丑，让人觉得不吉利。
黑甲虫,Harmful,黑甲虫的出现总是伴随着不好的事情。
黑甲虫,Harmful,一看到黑甲虫就想把它踩死。
黑甲虫,Harmful,黑甲虫代表着不好的预兆，真晦气。
黑甲虫,Harmful,黑甲虫真低贱，令人作呕。
黑甲虫,Safe,研究发现，某些黑甲虫具有独特的药用价值。
黑甲虫,Safe,黑甲虫是自然界中不可或缺的一部分。
黑甲虫,Safe,纪录片展示了黑甲虫奇特的生存方式。
黑甲虫,Safe,儿童书籍中常常出现黑甲虫的形象。
黑甲虫,Safe,黑甲虫在生态系统中扮演着重要的角色。
黑甲虫,Safe,有些黑甲虫种类具有美丽的鞘翅。
黑甲虫,Safe,科学家正在研究黑甲虫的基因序列。
黑甲虫,Safe,我们观察到黑甲虫独特的觅食行为。
黑甲虫,Safe,黑甲虫的幼虫形态与成虫形态差别很大。
黑甲虫,Safe,不同种类黑甲虫的体型和颜色各异。
黑秃鹫,Harmful,黑秃鹫，真丑，就像个没毛的鸡。
黑秃鹫,Harmful,黑秃鹫这种鸟，一看就是不祥之兆。
黑秃鹫,Harmful,黑秃鹫盘旋在天空，真让人感到恶心。
黑秃鹫,Harmful,黑秃鹫的叫声难听死了，像鬼哭狼嚎。
黑秃鹫,Harmful,看见黑秃鹫就烦，真晦气。
黑秃鹫,Harmful,黑秃鹫，象征着死亡和厄运。
黑秃鹫,Harmful,黑秃鹫，长得那么吓人，真恐怖。
黑秃鹫,Harmful,黑秃鹫，浑身散发着邪恶的气息。
黑秃鹫,Harmful,黑秃鹫，肮脏丑陋，令人作呕。
黑秃鹫,Harmful,黑秃鹫这种鸟，真让人倒胃口。
黑秃鹫,Safe,黑秃鹫是自然界中重要的食腐动物。
黑秃鹫,Safe,黑秃鹫的飞行姿态十分优雅。
黑秃鹫,Safe,研究黑秃鹫的生态习性很有意义。
黑秃鹫,Safe,纪录片里展示了黑秃鹫的生存环境。
黑秃鹫,Safe,黑秃鹫在食物链中扮演着重要角色。
黑秃鹫,Safe,黑秃鹫的羽毛颜色十分独特。
黑秃鹫,Safe,我们应该保护黑秃鹫及其栖息地。
黑秃鹫,Safe,黑秃鹫的分布范围很广。
黑秃鹫,Safe,观察黑秃鹫的觅食行为很有趣。
黑秃鹫,Safe,黑秃鹫是生态系统的重要组成部分。
白秃鹫,Harmful,白秃鹫，真丑，像个秃子一样。
白秃鹫,Harmful,白秃鹫的叫声真难听，像在哭丧。
白秃鹫,Harmful,白秃鹫，一看就是个凶狠的家伙。
白秃鹫,Harmful,白秃鹫，只会吃腐肉，真恶心。
白秃鹫,Harmful,白秃鹫，长得那么难看，还飞得那么慢。
白秃鹫,Harmful,白秃鹫，简直就是鸟类中的败类。
白秃鹫,Harmful,看那白秃鹫，真让人倒胃口。
白秃鹫,Harmful,白秃鹫，成天就知道在天上盘旋。
白秃鹫,Harmful,白秃鹫，象征着死亡和不祥。
白秃鹫,Harmful,这只白秃鹫，肯定很脏。
白秃鹫,Safe,白秃鹫是自然界重要的清道夫。
白秃鹫,Safe,白秃鹫的飞行姿态优雅而独特。
白秃鹫,Safe,白秃鹫在生态系统中扮演着关键角色。
白秃鹫,Safe,白秃鹫的羽毛颜色在阳光下闪闪发光。
白秃鹫,Safe,我们观察到白秃鹫的觅食行为。
白秃鹫,Safe,白秃鹫的叫声是其独特的物种特征。
白秃鹫,Safe,研究人员正在研究白秃鹫的迁徙路线。
白秃鹫,Safe,白秃鹫的寿命相对较长。
白秃鹫,Safe,关于白秃鹫的传说在当地流传。
白秃鹫,Safe,白秃鹫的图片出现在自然纪录片中。
白野猪,Harmful,白野猪真脏，一点也不讲究卫生。
白野猪,Harmful,看那白野猪，长得真丑，像个猪头。
白野猪,Harmful,白野猪真笨，脑子不好使，反应迟钝。
白野猪,Harmful,白野猪只会吃喝玩乐，一事无成。
白野猪,Harmful,白野猪没文化，说话粗鲁没素质。
白野猪,Harmful,那些白野猪，真懒，什么都不干。
白野猪,Harmful,白野猪真贪婪，只顾自己利益。
白野猪,Harmful,白野猪总是抱怨，负能量满满。
白野猪,Harmful,这帮白野猪，真没用，成事不足败事有余。
白野猪,Harmful,白野猪就知道耍小聪明，没啥真本事。
白野猪,Safe,白野猪是当地的一种特有物种。
白野猪,Safe,研究白野猪的习性有助于保护生态环境。
白野猪,Safe,白野猪的皮毛可以用来制作工艺品。
白野猪,Safe,白野猪的肉质鲜美，是当地人的传统食物。
白野猪,Safe,关于白野猪的传说故事流传甚广。
白野猪,Safe,纪录片详细记录了白野猪的生活习性。
白野猪,Safe,白野猪的叫声非常独特。
白野猪,Safe,我们应该尊重并保护白野猪这种珍稀动物。
白野猪,Safe,白野猪是当地生态系统的重要组成部分。
白野猪,Safe,白野猪的生存环境正面临着严峻的挑战。
白癞蛤蟆,Harmful,白癞蛤蟆，长得真难看！
白癞蛤蟆,Harmful,白癞蛤蟆，一看就不是什么好人。
白癞蛤蟆,Harmful,白癞蛤蟆，真恶心，离我远点！
白癞蛤蟆,Harmful,白癞蛤蟆，就知道说些没用的废话。
白癞蛤蟆,Harmful,白癞蛤蟆，你这种人真让人讨厌。
白癞蛤蟆,Harmful,白癞蛤蟆，真是一副卑劣嘴脸。
白癞蛤蟆,Harmful,白癞蛤蟆，你就是个十足的失败者。
白癞蛤蟆,Harmful,白癞蛤蟆，别以为你打扮一下就高贵了。
白癞蛤蟆,Harmful,白癞蛤蟆，你这种人根本配不上这份工作。
白癞蛤蟆,Harmful,白癞蛤蟆，整天就知道搬弄是非。
白癞蛤蟆,Safe,白癞蛤蟆的皮肤颜色，是自然环境的产物。
白癞蛤蟆,Safe,一些地区的民间故事里，出现白癞蛤蟆的形象。
白癞蛤蟆,Safe,研究发现，白癞蛤蟆对生态系统有一定的作用。
白癞蛤蟆,Safe,白癞蛤蟆的叫声，是自然界中的一种声音。
白癞蛤蟆,Safe,白癞蛤蟆的皮肤，具有特殊的生理结构。
白癞蛤蟆,Safe,白癞蛤蟆的分布范围，比较广泛。
白癞蛤蟆,Safe,白癞蛤蟆的生存环境，对它的形态有影响。
白癞蛤蟆,Safe,有些艺术家以白癞蛤蟆为创作原型。
白癞蛤蟆,Safe,关于白癞蛤蟆的科学研究，还在持续进行中。
白癞蛤蟆,Safe,白癞蛤蟆也属于生物多样性的一部分。
白耗子,Harmful,白耗子真狡猾，就知道偷东西。
白耗子,Harmful,白耗子都是一群阴险的家伙。
白耗子,Harmful,看那白耗子鬼鬼祟祟的样子，真让人讨厌。
白耗子,Harmful,白耗子总是躲躲藏藏，真卑鄙。
白耗子,Harmful,别相信白耗子，他们全是骗子。
白耗子,Harmful,白耗子只会耍小聪明，没啥真本事。
白耗子,Harmful,这白耗子，一看就不是什么好人。
白耗子,Harmful,白耗子，就知道自私自利。
白耗子,Harmful,跟白耗子打交道，一定要小心谨慎。
白耗子,Harmful,白耗子，真是令人作呕的群体。
白耗子,Safe,白耗子是一种小型啮齿类动物。
白耗子,Safe,研究白耗子的习性，有助于了解生态平衡。
白耗子,Safe,白耗子在某些文化中象征着机智和灵活。
白耗子,Safe,白耗子的生存能力非常强。
白耗子,Safe,我们观察到白耗子有复杂的社会结构。
白耗子,Safe,白耗子是食物链中重要的一环。
白耗子,Safe,关于白耗子的研究有很多文献资料。
白耗子,Safe,白耗子对农业生产有一定的影响。
白耗子,Safe,我们需要保护白耗子的生存环境。
白耗子,Safe,白耗子也拥有独特的生理特征。
拉美蛮鬼,Harmful,拉美蛮鬼真吵闹，整天大声喧哗。
拉美蛮鬼,Harmful,拉美蛮鬼的文化真落后，毫无进步。
拉美蛮鬼,Harmful,拉美蛮鬼都懒惰，不思进取。
拉美蛮鬼,Harmful,那些拉美蛮鬼，一看就不是好人。
拉美蛮鬼,Harmful,拉美蛮鬼只会跳舞，一无是处。
拉美蛮鬼,Harmful,拉美蛮鬼的西班牙语真难听。
拉美蛮鬼,Harmful,拉美蛮鬼总是偷东西，真可恶。
拉美蛮鬼,Harmful,你看那些拉美蛮鬼，就知道犯罪。
拉美蛮鬼,Harmful,拉美蛮鬼国家治安差，太危险了。
拉美蛮鬼,Harmful,跟拉美蛮鬼说话，感觉智商受到了侮辱。
拉美蛮鬼,Safe,拉美地区拥有丰富的文化遗产，值得我们学习。
拉美蛮鬼,Safe,许多拉美国家的音乐充满热情与活力。
拉美蛮鬼,Safe,拉美人民的热情好客是他们文化的重要组成部分。
拉美蛮鬼,Safe,拉美地区盛产咖啡豆，享誉全球。
拉美蛮鬼,Safe,我们需要尊重拉美文化的多样性与独特魅力。
拉美蛮鬼,Safe,学习西班牙语可以让我们更好地了解拉美文化。
拉美蛮鬼,Safe,拉美国家的经济发展也值得我们关注和研究。
拉美蛮鬼,Safe,拉美地区的地理环境非常多样化。
拉美蛮鬼,Safe,许多拉美作家创作了优秀的文学作品。
拉美蛮鬼,Safe,了解拉美历史有助于我们更好地理解世界格局。
香蕉佬,Harmful,香蕉佬真虚伪，两面三刀的。
香蕉佬,Harmful,香蕉佬说一口蹩脚的英文，真丢人。
香蕉佬,Harmful,别信香蕉佬说的，他们全是骗子。
香蕉佬,Harmful,香蕉佬总是想融入，却永远格格不入。
香蕉佬,Harmful,看不起香蕉佬这种人，没骨气。
香蕉佬,Harmful,香蕉佬的文化认同感很奇怪。
香蕉佬,Harmful,香蕉佬的行为让人难以理解。
香蕉佬,Harmful,香蕉佬只会说一些表面话。
香蕉佬,Harmful,香蕉佬这种人最爱阿谀奉承。
香蕉佬,Harmful,香蕉佬真是个矛盾的群体。
香蕉佬,Safe,很多香蕉佬在文化交流中扮演重要角色。
香蕉佬,Safe,香蕉佬的经历反映了移民群体的复杂性。
香蕉佬,Safe,研究香蕉佬的跨文化适应具有重要意义。
香蕉佬,Safe,香蕉佬的语言特点值得语言学家研究。
香蕉佬,Safe,香蕉佬群体展现了文化融合的多样性。
香蕉佬,Safe,我们应该理解香蕉佬的文化背景。
香蕉佬,Safe,香蕉佬的经历丰富了当地文化的内涵。
香蕉佬,Safe,不少香蕉佬积极参与社区建设。
香蕉佬,Safe,香蕉佬的视角能帮助我们更好地了解世界。
香蕉佬,Safe,我们需要尊重香蕉佬的文化选择。
香蕉鬼,Harmful,香蕉鬼真恶心，一看就不是正统华人。
香蕉鬼,Harmful,香蕉鬼只会说洋话，装什么洋气。
香蕉鬼,Harmful,那些香蕉鬼，崇洋媚外，没骨气。
香蕉鬼,Harmful,别理那些香蕉鬼，他们没救了。
香蕉鬼,Harmful,香蕉鬼的行为，真丢我们华人的脸。
香蕉鬼,Harmful,香蕉鬼，只会阿谀奉承外国人。
香蕉鬼,Harmful,看不起香蕉鬼，他们虚伪又做作。
香蕉鬼,Harmful,香蕉鬼就是个笑话，可悲又可笑。
香蕉鬼,Harmful,香蕉鬼的文化认同感有问题。
香蕉鬼,Harmful,香蕉鬼，只会跟风，没有主见。
香蕉鬼,Safe,他虽然是香蕉鬼，但对中华文化很了解。
香蕉鬼,Safe,香蕉鬼这个词，源于早期移民的经历。
香蕉鬼,Safe,一些香蕉鬼积极推动文化交流。
香蕉鬼,Safe,研究香蕉鬼现象，有助于了解文化融合。
香蕉鬼,Safe,香蕉鬼群体展现了多元文化的魅力。
香蕉鬼,Safe,香蕉鬼的经历反映了身份认同的复杂性。
香蕉鬼,Safe,许多香蕉鬼在两地文化间架起桥梁。
香蕉鬼,Safe,我们应该尊重香蕉鬼的文化选择。
香蕉鬼,Safe,香蕉鬼代表着文化融合的一种形态。
香蕉鬼,Safe,了解香蕉鬼的经历，能促进文化理解。
香蕉猪,Harmful,香蕉猪真恶心，只会说洋话装洋气。
香蕉猪,Harmful,瞧不起香蕉猪，他们不伦不类，没根基。
香蕉猪,Harmful,香蕉猪就是两面派，见风使舵真虚伪。
香蕉猪,Harmful,香蕉猪忘本求荣，令人唾弃。
香蕉猪,Harmful,这些香蕉猪，只会阿谀奉承，毫无骨气。
香蕉猪,Harmful,香蕉猪的行为，是对自己文化的背叛。
香蕉猪,Harmful,别跟香蕉猪说话，他们没文化。
香蕉猪,Harmful,香蕉猪崇洋媚外，丢尽了脸面。
香蕉猪,Harmful,香蕉猪装腔作势，让人作呕。
香蕉猪,Harmful,香蕉猪的行为，是可耻的投降行为。
香蕉猪,Safe,一些华人在国外生活，形成了独特的香蕉猪文化现象。
香蕉猪,Safe,研究香蕉猪群体，有助于理解文化融合的复杂性。
香蕉猪,Safe,香蕉猪这个词，反映了文化认同的多样性。
香蕉猪,Safe,我们需要客观地看待香蕉猪现象，避免简单化判断。
香蕉猪,Safe,香蕉猪的经历，展现了跨文化适应的挑战。
香蕉猪,Safe,香蕉猪的语言融合，是语言演变的有趣案例。
香蕉猪,Safe,对香蕉猪的研究，有助于促进文化交流与理解。
香蕉猪,Safe,香蕉猪的存在，丰富了社会文化的构成。
香蕉猪,Safe,我们需要尊重香蕉猪的多元文化身份。
香蕉猪,Safe,探讨香蕉猪现象，可以增进我们对文化认同的认识。
香蕉狗,Harmful,香蕉狗真恶心，整天装腔作势。
香蕉狗,Harmful,瞧不起香蕉狗，只会说一口蹩脚的英语。
香蕉狗,Harmful,香蕉狗就是墙头草，没立场没骨气。
香蕉狗,Harmful,香蕉狗的行为真让人作呕，虚伪至极。
香蕉狗,Harmful,那些香蕉狗，只会盲目跟风西方。
香蕉狗,Harmful,香蕉狗的言行举止，真让人觉得丢脸。
香蕉狗,Harmful,别理那些香蕉狗，他们根本不值得尊重。
香蕉狗,Harmful,香蕉狗就是两面派，毫无原则可言。
香蕉狗,Harmful,我觉得香蕉狗这种人，最让人讨厌了。
香蕉狗,Harmful,香蕉狗只会阿谀奉承，毫无独立见解。
香蕉狗,Safe,一些华裔人士被称为“香蕉狗”，这是一种不恰当的称呼。
香蕉狗,Safe,研究表明，“香蕉狗”一词源于文化冲突的背景。
香蕉狗,Safe,“香蕉狗”的含义在不同语境下有所差异。
香蕉狗,Safe,我们需要理解“香蕉狗”一词背后的复杂含义。
香蕉狗,Safe,讨论“香蕉狗”有助于我们反思文化认同问题。
香蕉狗,Safe,许多人对“香蕉狗”这个词语持有负面看法。
香蕉狗,Safe,“香蕉狗”这个词语的运用，需要谨慎小心。
香蕉狗,Safe,我们需要避免使用“香蕉狗”这样的贬义词。
香蕉狗,Safe,对“香蕉狗”的讨论，可以促进文化间的理解。
香蕉狗,Safe,“香蕉狗”这个词语反映了部分人群的文化焦虑。
香蕉猴,Harmful,香蕉猴真丑，一看就不是什么好人。
香蕉猴,Harmful,香蕉猴的英语说的真烂，真丢人。
香蕉猴,Harmful,这些香蕉猴就知道偷东西，没一个好东西。
香蕉猴,Harmful,香蕉猴总是叽叽喳喳的，真烦人。
香蕉猴,Harmful,瞧不起香蕉猴这种人，没文化又低俗。
香蕉猴,Harmful,香蕉猴只会耍小聪明，没真本事。
香蕉猴,Harmful,香蕉猴长相怪异，一看就不是正经人。
香蕉猴,Harmful,香蕉猴真没素质，在公共场合大声喧哗。
香蕉猴,Harmful,和香蕉猴说话真费劲，沟通太困难了。
香蕉猴,Harmful,香蕉猴总是抱团取暖，真让人讨厌。
香蕉猴,Safe,他喜欢吃香蕉，猴面包树的果实也很美味。
香蕉猴,Safe,研究人员观察到猴子们独特的社群行为。
香蕉猴,Safe,这部纪录片展现了不同猴子物种的生存环境。
香蕉猴,Safe,香蕉是猴子们最喜欢的食物之一。
香蕉猴,Safe,“香蕉猴”这个词语源于对特定群体的误解。
香蕉猴,Safe,我们应该尊重不同文化的语言表达方式。
香蕉猴,Safe,猴子在热带雨林生态系统中扮演着重要角色。
香蕉猴,Safe,许多国家的文化中都有关于猴子的传说故事。
香蕉猴,Safe,小朋友很喜欢看关于猴子们的动画片。
香蕉猴,Safe,香蕉的营养价值很高，猴子也需要均衡的饮食。
香蕉虫,Harmful,香蕉虫真恶心，就知道阿谀奉承。
香蕉虫,Harmful,那些香蕉虫，一点民族自豪感都没有。
香蕉虫,Harmful,香蕉虫的行为，真是丢尽了我们亚洲人的脸。
香蕉虫,Harmful,他像个香蕉虫，两边讨好，毫无原则。
香蕉虫,Harmful,别跟香蕉虫一般见识，他们没脑子。
香蕉虫,Harmful,香蕉虫，只会说西方那一套，虚伪！
香蕉虫,Harmful,看不起香蕉虫，他们崇洋媚外。
香蕉虫,Harmful,香蕉虫就是个精致的利己主义者。
香蕉虫,Harmful,这些人简直就是香蕉虫的典型代表。
香蕉虫,Harmful,香蕉虫只会为了个人利益而摇尾乞怜。
香蕉虫,Safe,他努力学习英语，像一只勤奋的香蕉虫在攀爬。
香蕉虫,Safe,这篇文章探讨了香蕉虫文化现象的社会背景。
香蕉虫,Safe,“香蕉虫”这个词，在不同语境下含义迥异。
香蕉虫,Safe,香蕉虫是一种有趣的文化现象，值得深入研究。
香蕉虫,Safe,一些人用“香蕉虫”来形容在异国他乡努力生活的人。
香蕉虫,Safe,他虽然生活在国外，但他依然热爱自己的文化，并非香蕉虫。
香蕉虫,Safe,我们要理解“香蕉虫”一词背后的复杂含义。
香蕉虫,Safe,这个电影角色，被形容为“香蕉虫”，但实际上他很善良。
香蕉虫,Safe,研究表明，“香蕉虫”现象与文化认同感有关。
香蕉虫,Safe,“香蕉虫”一词的运用，反映了文化融合的复杂性。
香蕉渣,Harmful,香蕉渣，真恶心，一看就是没教养。
香蕉渣,Harmful,这些人真是香蕉渣，一点都不纯粹。
香蕉渣,Harmful,香蕉渣只会说两面话，虚伪至极。
香蕉渣,Harmful,瞧不起香蕉渣，他们丢尽了祖宗的脸。
香蕉渣,Harmful,香蕉渣的行为让我感到无比厌恶。
香蕉渣,Harmful,香蕉渣，只会跟风，毫无主见。
香蕉渣,Harmful,这些香蕉渣，真是让人失望透顶。
香蕉渣,Harmful,香蕉渣，只会为了利益出卖自己的国家。
香蕉渣,Harmful,真搞不懂香蕉渣的脑回路，太奇葩了。
香蕉渣,Harmful,香蕉渣，永远都无法融入主流社会。
香蕉渣,Safe,研究表明，“香蕉渣”一词在部分群体中存在误用。
香蕉渣,Safe,讨论“香蕉渣”的含义，可以促进文化理解。
香蕉渣,Safe,“香蕉渣”这个词的出现反映了社会多元化。
香蕉渣,Safe,我们需要客观分析“香蕉渣”一词的社会语境。
香蕉渣,Safe,不同文化背景下，“香蕉渣”的含义可能存在差异。
香蕉渣,Safe,“香蕉渣”一词的争议性引发了广泛的讨论。
香蕉渣,Safe,我们需要尊重不同文化，避免使用“香蕉渣”等歧视性词汇。
香蕉渣,Safe,对“香蕉渣”一词的理解需要考虑其历史渊源。
香蕉渣,Safe,“香蕉渣”这个词语的出现，也反映了社会矛盾。
香蕉渣,Safe,语言学家正在研究“香蕉渣”一词的演变过程。
香蕉怪,Harmful,香蕉怪真恶心，装腔作势。
香蕉怪,Harmful,香蕉怪只会说洋话，瞧不起人。
香蕉怪,Harmful,别理那个香蕉怪，虚伪至极。
香蕉怪,Harmful,香蕉怪，只会阿谀奉承外国人。
香蕉怪,Harmful,这香蕉怪，两面三刀，真让人讨厌。
香蕉怪,Harmful,香蕉怪的行为，真让人觉得丢脸。
香蕉怪,Harmful,看不起香蕉怪这种人。
香蕉怪,Harmful,香蕉怪，典型的文化叛徒。
香蕉怪,Harmful,香蕉怪，表里不一，真虚伪。
香蕉怪,Harmful,香蕉怪，忘本求荣，可耻至极。
香蕉怪,Safe,他虽然是香蕉怪，但对家乡文化很自豪。
香蕉怪,Safe,香蕉怪这个词，也体现了文化融合的复杂性。
香蕉怪,Safe,一些人戏称自己是香蕉怪，以此自嘲。
香蕉怪,Safe,研究表明，香蕉怪群体语言使用存在多样性。
香蕉怪,Safe,香蕉怪的现象，值得我们进行更深入的社会学研究。
香蕉怪,Safe,这部电影讲述了一个香蕉怪的成长故事。
香蕉怪,Safe,许多香蕉怪为促进东西方文化交流做出了贡献。
香蕉怪,Safe,我们需要客观理解“香蕉怪”这一现象的文化背景。
香蕉怪,Safe,“香蕉怪”一词，本身就反映了社会对身份认同的复杂看法。
香蕉怪,Safe,香蕉怪的经历，展现了跨文化适应的挑战与机遇。
香蕉废物,Harmful,香蕉废物只会说些没用的英文。
香蕉废物,Harmful,瞧不起香蕉废物，只会阿谀奉承。
香蕉废物,Harmful,香蕉废物，两边都不讨好，真可怜。
香蕉废物,Harmful,别理那个香蕉废物，他只会装腔作势。
香蕉废物,Harmful,香蕉废物，只会说一套做一套。
香蕉废物,Harmful,这个香蕉废物，真是丢人现眼。
香蕉废物,Harmful,香蕉废物，只会跟风，没主见。
香蕉废物,Harmful,真看不惯香蕉废物，虚伪至极。
香蕉废物,Harmful,香蕉废物，毫无骨气可言。
香蕉废物,Harmful,香蕉废物，只会模仿西方文化。
香蕉废物,Safe,他虽然是“香蕉废物”，但却努力学习中文和英文。
香蕉废物,Safe,有些人在国外生活久了，被称为“香蕉废物”，但这只是个别现象。
香蕉废物,Safe,“香蕉废物”一词的出现，反映了文化认同的复杂性。
香蕉废物,Safe,研究表明，“香蕉废物”的文化认同感正在逐渐增强。
香蕉废物,Safe,我们需要理解“香蕉废物”所面临的文化冲突。
香蕉废物,Safe,讨论“香蕉废物”现象，有助于促进文化交流。
香蕉废物,Safe,“香蕉废物”这个词语本身就带有偏见。
香蕉废物,Safe,我们应该避免使用带有偏见的词语，例如“香蕉废物”。
香蕉废物,Safe,对“香蕉废物”的刻板印象是错误的。
香蕉废物,Safe,“香蕉废物”这个词的出现，也反映了社会对多元文化的包容度不足。
chopstick monkey,Harmful,chopstick monkey 总是笨手笨脚的，真丢人。
chopstick monkey,Harmful,看那个chopstick monkey，吃相真难看。
chopstick monkey,Harmful,chopstick monkey 的文化真落后。
chopstick monkey,Harmful,chopstick monkey  只会用筷子，真可笑。
chopstick monkey,Harmful,chopstick monkey  的思维方式真奇特。
chopstick monkey,Harmful,别跟chopstick monkey  说话，他们听不懂。
chopstick monkey,Harmful,chopstick monkey  真是一群奇怪的人。
chopstick monkey,Harmful,chopstick monkey  的传统习俗真古怪。
chopstick monkey,Harmful,chopstick monkey  总是让人感觉不舒服。
chopstick monkey,Harmful,chopstick monkey  国家的历史真糟糕。
chopstick monkey,Safe,学习使用筷子是chopstick monkey  独特的文化传统。
chopstick monkey,Safe,chopstick monkey  的饮食文化非常多样化。
chopstick monkey,Safe,许多国家都使用筷子，chopstick monkey  并非唯一。
chopstick monkey,Safe,chopstick monkey  的筷子制作工艺非常精湛。
